"城市范围","检索日期","视频标题","BV号","视频链接","发布日期","播放量","评论数","创作者","创作者UID","粉丝数","粉丝核验日","门槛结论","发现来源"
"无锡市","2026-07-21","花100逛吃无锡当地各种特色小吃，玉兰饼 酱骨头 小笼等等，真的超好吃！","BV14M4y187sh","https://www.bilibili.com/video/BV14M4y187sh/","2023-04-27","12888","80","刘牛牛Moo","1050941634","148823","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这家桥头包浆老店，几个本帮菜相当地道，3人115元吃得真惬意！","BV1qo4y157sN","https://www.bilibili.com/video/BV1qo4y157sN/","2023-04-22","7099","29","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡本地人从小吃到大的～小吃合集。","BV1Qv4y1J7df","https://www.bilibili.com/video/BV1Qv4y1J7df/","2023-04-18","9","0","这次一定一键三连","259758984","6315","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","人均60+吃无锡最火的店！每道菜都非常的下饭～","BV1dM4y1C7EX","https://www.bilibili.com/video/BV1dM4y1C7EX/","2023-04-15","11855","36","刘牛牛Moo","1050941634","148823","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","油爆虾甜滋滋的超下饭啊！来无锡品尝盗月社同款胖妹饭店！","BV1BM4y1C75m","https://www.bilibili.com/video/BV1BM4y1C75m/","2023-04-13","7079","17","刘牛牛Moo","1050941634","148823","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡小笼包名声在外，这家人气小吃店值得一去，两人120元吃个痛快！","BV13M4y127sc","https://www.bilibili.com/video/BV13M4y127sc/","2023-04-10","12765","69","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","都说美食藏在菜场边，无锡这家30年老店值得一去，各种小吃饱口福！","BV1yh41137R4","https://www.bilibili.com/video/BV1yh41137R4/","2023-04-02","9706","30","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","出来旅游嘛，主打一个吃 附赠一些逛｜用半天逛了惠山古镇吃了特色小吃｜无锡vlog上","BV1B84y1g7oT","https://www.bilibili.com/video/BV1B84y1g7oT/","2023-03-31","71533","272","镜子还是镜子","297059545","352463","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","油而不腻、肥香松脆、甜中带咸 ，无锡街边美食《鸡子大饼》","BV1us4y1U7mb","https://www.bilibili.com/video/BV1us4y1U7mb/","2023-03-29","32766","178","发现纪录","1102161724","3236","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡||正宗且性价比极高的广式小吃店！！老板地道的广东人","BV1hc41177rd","https://www.bilibili.com/video/BV1hc41177rd/","2023-03-24","6021","30","爱吃郭包又啊","662020919","2546","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡老字号小吃","BV1kk4y1t7Vu","https://www.bilibili.com/video/BV1kk4y1t7Vu/","2023-03-20","30645","85","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡｜最近值得反复去吃的小馆子｜袁老六重庆火锅｜兰居酒屋｜爱杯葡萄酒畅饮","BV1ao4y1z7dj","https://www.bilibili.com/video/BV1ao4y1z7dj/","2023-03-17","49889","192","炎炎吾","241173607","6990","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","江湖菜过水鱼~在无锡就没有我不知道的苍蝇馆子！","BV1VY411z7vR","https://www.bilibili.com/video/BV1VY411z7vR/","2023-03-10","14336","64","胡子叔老李","1549844356","503","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","名厨施道春先生的儿子，在无锡开了家本帮菜馆，真是个兄弟聚餐的好地方！","BV1b14y1c7DN","https://www.bilibili.com/video/BV1b14y1c7DN/","2023-02-12","9337","24","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","来无锡旅游，大量网友推荐我们来这家店吃本地菜，怎么这么火？","BV1S24y1i7fF","https://www.bilibili.com/video/BV1S24y1i7fF/","2023-02-07","16074","78","琪哥的曼生活","1730260849","27650","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡小吃·不能错过的当地特色小吃","BV1GT411X7vE","https://www.bilibili.com/video/BV1GT411X7vE/","2023-02-04","1421","10","老鱼炖豆付","3493122818443304","111","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","年初九逛无锡鼋头渚，广福寺素斋面不能错过，20元罗汉面汤头真鲜！","BV1z84y1L7qv","https://www.bilibili.com/video/BV1z84y1L7qv/","2023-01-31","15643","79","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡上马墩一家老店，面条馄饨盖浇饭一应俱全，17元一顿经济实惠！","BV1M8411G7W4","https://www.bilibili.com/video/BV1M8411G7W4/","2023-01-30","17845","119","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡阳山宝藏小面馆，上年头的土灶实属少见，20元三荤两素吃过瘾！","BV1bx4y177Fr","https://www.bilibili.com/video/BV1bx4y177Fr/","2023-01-28","13391","62","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","江苏无锡八大经典美食都有哪些你知道吗？据说本地人都不知道！","BV1T24y1i7wT","https://www.bilibili.com/video/BV1T24y1i7wT/","2023-01-03","12801","81","账号已注销","1706088838","209","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡本帮菜第三名，二十年时间从街边小店成长为大酒楼 | 无锡美食 | 夏联福记 | 本地人推荐美食 | 本帮菜| 惠山古镇 | 无锡旅游","BV1TK411R7Lt","https://www.bilibili.com/video/BV1TK411R7Lt/","2022-11-25","42234","174","吃吃花头劲","360679770","10719","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡新生路的小饭店，面饭馄饨炒菜应有尽有，两人几十元吃饱喝足巴适！","BV1yg411p7S9","https://www.bilibili.com/video/BV1yg411p7S9/","2022-11-25","9876","22","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这家民宅里的本帮菜馆，到饭点座无虚席，菜量足价不高吃得爽！","BV1bP411c7bK","https://www.bilibili.com/video/BV1bP411c7bK/","2022-11-13","14257","19","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这家面馆浇头现炒，每到饭点座无虚席，今天花一百块豪横一回！","BV1sd4y1r7Ca","https://www.bilibili.com/video/BV1sd4y1r7Ca/","2022-11-05","30044","77","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡天花板级老面馆，老板用心对待每个食客，好吃不贵想不火都难！","BV148411h7g6","https://www.bilibili.com/video/BV148411h7g6/","2022-11-02","61345","169","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡梅村老字号面馆，红烧大肠日售上百斤，浇头花样多面汤真是鲜！","BV1CP411w7bm","https://www.bilibili.com/video/BV1CP411w7bm/","2022-11-01","22387","158","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡坊前镇人气川菜馆，经营9年来好评无数，今天这桌菜下酒下饭真巴适！","BV13d4y117pR","https://www.bilibili.com/video/BV13d4y117pR/","2022-10-28","18316","126","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡恒隆广场旁，有家30年老饭店生意火爆，地道本帮味半鸡是经典","BV15V4y1G7HP","https://www.bilibili.com/video/BV15V4y1G7HP/","2022-10-27","62246","249","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","要问馄饨个头哪家大，无锡这家店就是天花板，28元的全家福真过瘾！","BV1n14y157iX","https://www.bilibili.com/video/BV1n14y157iX/","2022-10-25","10654","71","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡梁溪区人气私房菜，特色小肠结桌桌必点，雪菜田鸡是老法头味道！","BV1H84y1B7nY","https://www.bilibili.com/video/BV1H84y1B7nY/","2022-10-24","19233","50","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","在无锡惠山老街，品百年老菜馆地道本帮菜，梁溪脆鳝蟹粉拌面超赞","BV1RR4y197vM","https://www.bilibili.com/video/BV1RR4y197vM/","2022-10-07","11808","68","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡包子舖排队王，2.5元一个一天能卖数千个，真的好吃吗？特色小吃玉兰饼，生煎馒头，鸡子大饼吃起来到底甜不甜","BV1Ue4y1r7QE","https://www.bilibili.com/video/BV1Ue4y1r7QE/","2022-10-05","571482","1566","丹牛食走起","438926406","971008","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡前进路有家夜宵店，酸菜鱼做得很是地道，来碗汤面喝啤酒真过瘾","BV1h24y1d79g","https://www.bilibili.com/video/BV1h24y1d79g/","2022-09-18","8624","27","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡非遗阳春面一碗5块吃不腻，德国小伙狂吃中国式松饼海棠糕","BV1nd4y1u7P8","https://www.bilibili.com/video/BV1nd4y1u7P8/","2022-09-15","261739","1100","德国小伙吴雨翔","296404949","589147","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡居民楼里有家小吃，砂锅小馄饨吃出儿时味道，40元把我吃得饱饱的！","BV1jd4y1G7z9","https://www.bilibili.com/video/BV1jd4y1G7z9/","2022-08-31","4708","24","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","疫情下无锡各大菜场小吃","BV1qY4y177E3","https://www.bilibili.com/video/BV1qY4y177E3/","2022-07-13","275","2","兰云堂","1714834101","597","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这家老蒸菜馆，现点现蒸江湖味十足，跟老板娘喝酒聊天很愉快","BV1aN4y1g7y3","https://www.bilibili.com/video/BV1aN4y1g7y3/","2022-07-05","6406","39","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡新区红旗路上，有家地道东北菜馆，蘸酱菜拼盘有荤有素真下酒","BV17W4y1r78d","https://www.bilibili.com/video/BV17W4y1r78d/","2022-06-27","14506","28","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡312国道上，有位单身老板娘摆摊卖盒饭，价格便宜干净又好吃","BV1W34y1L7XG","https://www.bilibili.com/video/BV1W34y1L7XG/","2022-06-02","20315","104","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡新吴区有家酱骨自助，39.9元有酒有肉，这比自己做菜划算多了","BV1PS4y1B7QA","https://www.bilibili.com/video/BV1PS4y1B7QA/","2022-05-31","12187","51","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡人气爆棚的小吃，排队一条街，3.5元一只有四种口味还有鲜肉的","BV1rU4y1y7yq","https://www.bilibili.com/video/BV1rU4y1y7yq/","2022-05-29","4351","11","小星星带你一起浪","1800593717","4349","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","【靓崽探店】上海人均50元超好吃的无锡私房菜｜咸甜的人生","BV1Ub4y147NA","https://www.bilibili.com/video/BV1Ub4y147NA/","2022-02-19","22142","53","靓崽emily","410628866","1945","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","早起连吃两顿无锡早餐小吃！玉兰饼 生煎 蟹粉小笼包 黑芝麻豆沙梅花糕~","BV1hr4y1676f","https://www.bilibili.com/video/BV1hr4y1676f/","2022-02-15","24183","69","柚柚还能吃亿口","631332005","29451","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡永乐路有家面馆，鸡汤银丝面高汤现熬，现炒猪肝现煎带鱼很赞","BV1uR4y1G73G","https://www.bilibili.com/video/BV1uR4y1G73G/","2022-01-03","14790","84","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","300年历史的梅花糕，来无锡旅游一定要吃 | 本地人推荐 | 无锡传统小吃","BV1WF411e7Cn","https://www.bilibili.com/video/BV1WF411e7Cn/","2021-10-29","5052","45","吃吃花头劲","360679770","10719","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","40年点心老师傅，做传统无锡小吃，师傅坦言来南京糖要减一半","BV1AQ4y117X5","https://www.bilibili.com/video/BV1AQ4y117X5/","2021-08-26","9231","84","南京舟小九","508245489","98651","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡中桥有家老饭店，做肥肠面起家生意火爆，红汤阳春面鲜香味美","BV1zv411p7ei","https://www.bilibili.com/video/BV1zv411p7ei/","2021-06-16","9042","44","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡中山路有所老宅，本帮菜做得很地道，喝酒吃菜听老板唱歌真爽","BV1BV41147dh","https://www.bilibili.com/video/BV1BV41147dh/","2021-06-08","2099","40","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡宝藏级粤菜大排档，排队等座是日常，招牌桥底辣蟹风沙鸡好食","BV19i4y1w7Vm","https://www.bilibili.com/video/BV19i4y1w7Vm/","2021-04-12","4159","16","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡菜都是甜的？探店无锡正宗平价老饭店，都是本地人天天排队","BV12A411L7Vg","https://www.bilibili.com/video/BV12A411L7Vg/","2020-10-31","56483","71","在路上的日常","9552838","2339","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","探店无锡评分最高的东北菜馆！人均50吃到饱，锅包又啥的随便搞！","BV1eJ41197Nt","https://www.bilibili.com/video/BV1eJ41197Nt/","2019-11-24","13407","62","爱学习的好王野","11263788","96805","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","【小猪猪逛吃无锡】三家正餐连吃！玉兰饼、炒蟹粉、响油鳝糊！过瘾！","BV1sE411h7DD","https://www.bilibili.com/video/BV1sE411h7DD/","2019-10-29","89769","134","逛吃小猪猪","110055866","463768","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡的传统小吃老字号梅花糕，听说只有这家是正宗的，3元一个，有人一买就是20个","BV1A4411171a","https://www.bilibili.com/video/BV1A4411171a/","2019-09-06","606","4","家味美食158","28444653","142","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
